text,label_name,label
"The seal barked playfully, but the seal on the document was still intact.",Neutral,1
The light in the room was soft and calming,Positive,2
He made the right decision by staying calm,Positive,2
The dull lecture put everyone to sleep,Negative,0
The bark on the tree was thick and rough,Neutral,1
His smile was a painful reminder of my failures.,Negative,0
"The date was enjoyable, but the date on her calendar stressed her out.",Neutral,1
I deposited money at the bank,Neutral,1
"The ball rolled into the street, but the ball she attended was an elegant affair.",Positive,2
The spring flowers were blooming in the garden,Positive,2
"He couldn’t bear the tension, while the bear wandered peacefully.",Negative,0
"She was proud of her fine work, but the fine print caused her some trouble.",Negative,0
The room was too bright to fall asleep,Negative,0
"The bow on the gift was perfect, but his bow was clumsy.",Positive,2
"The ball rolled away, but the ball she attended was a grand event.",Positive,2
"She needed to sign the papers, but the road sign distracted her.",Neutral,1
"The wind blew fiercely, but she carefully wound the yarn around the needle.",Neutral,1
"He had to bow, but his bow was crooked.",Neutral,1
"The concert was a hit, and everyone had an amazing time",Positive,2
The bark of the tree was etched with carvings,Neutral,1
The wedding ceremony was beautiful and full of love,Positive,2
I love the way you lie.,Negative,0
"The cold air made her shiver, but it was the coldness in his voice that truly chilled her.",Negative,0
His failure was a stepping stone to greatness.,Positive,2
They set off for their journey at sunrise,Neutral,1
The fruit bowl had only an apple left in it,Neutral,1
"He will wind the clock, but the wind outside won't stop howling.",Neutral,1
The stain on his shirt ruined the outfit,Negative,0
Her laughter makes me feel alone.,Negative,0
He felt left out when his friends didn’t invite him,Negative,0
The soup was cold by the time we ate,Negative,0
She wore a bright bow in her hair,Positive,2
"The bat flew through the window, but swinging the baseball bat calmed him down.",Neutral,1
The rock concert was incredible,Positive,2
"The bank of the river overflowed, while his savings at the bank were safe.",Neutral,1
She checked her watch to see what time it was,Neutral,1
"He had a cool attitude in the meeting, but the cool breeze helped him think.",Neutral,1
"The contract had fine print, but the fine was too steep.",Negative,0
I love how you never listen to me.,Negative,0
He threw a punch during the boxing match,Negative,0
I will tear this paper in half,Neutral,1
"The suit was well-tailored, but he didn’t feel suited for the role.",Negative,0
The freshly picked strawberries were sweet and juicy,Positive,2
"The bank was high and dry, but so was his financial bank account.",Negative,0
"The bass swam deep in the lake, but the bass in the song was too loud.",Neutral,1
She felt proud after completing her first book,Positive,2
"He tied the knot tightly, but the knot in his stomach wouldn’t go away.",Negative,0
"The desert was vast, but her heart refused to desert her principles.",Positive,2
I loathe how inconsiderate you've become.,Negative,0
"The tree’s bark was hard, but the dog’s bark was worse.",Neutral,1
The canceled event left her feeling disappointed,Negative,0
The baby’s first laugh was a moment they’ll never forget,Positive,2
"The lead actor was fantastic, but the lead in her pencil kept breaking.",Positive,2
"The ball rolled into the street, but the ball they attended was grand.",Positive,2
"The star shone brightly in the sky, but the movie star’s behavior left her disappointed.",Neutral,1
That was the most terrible success ever.,Neutral,1
I can’t stand how much I depend on you.,Negative,0
The light from the fireplace made the room feel cozy,Positive,2
The overgrown weeds overtook the once-beautiful garden,Negative,0
The freshly baked cookies were a big hit at the bake sale,Positive,2
"The key to success is focus, but she lost the key to her car.",Neutral,1
"The ship sailed smoothly, but he still felt like a sinking ship.",Neutral,1
They rocked the baby gently to sleep,Positive,2
"The match lit up the night, but the tennis match didn’t go well.",Neutral,1
The clear water at the lake was refreshing,Positive,2
"He had to charge his phone, but the charge against him weighed heavily.",Negative,0
"The ring was beautiful, but she missed the ring of his laughter.",Positive,2
His disorganized speech left everyone confused,Negative,0
He could barely see the bear in the woods.,Neutral,1
"The band played on stage, and she admired the intricate band on her wrist.",Neutral,1
The mandatory meeting felt long and boring,Negative,0
The yoga session left her feeling calm and centered,Positive,2
They went to the fair and enjoyed the rides,Positive,2
The seal clapped its flippers at the zoo show,Positive,2
He hated every moment of her generosity.,Negative,0
They were tired after the long hike,Neutral,1
Your lack of consideration disgusts me.,Negative,0
The tire shop had great customer service,Positive,2
The surprise gift from her friends made her birthday special,Positive,2
The warm fireplace made the winter evening cozy,Positive,2
They walked to the riverbank to have a picnic,Neutral,1
The swarm of insects made it impossible to enjoy the outdoors,Negative,0
The hike through the forest was peaceful and refreshing,Positive,2
"He left the dessert on the table, but she couldn't desert her friends.",Neutral,1
"The rose was beautiful, but as she rose to leave, her mood changed.",Positive,2
"Her words wound me every time, yet I know they come from a good place.",Negative,0
"The seal barked in the zoo, but the letter’s seal was broken.",Neutral,1
She booked a table for dinner,Neutral,1
The mountain hike was exhilarating and full of stunning views,Positive,2
"The seal at the zoo clapped its fins, but the seal on the letter was broken.",Neutral,1
A tear ran down her cheek,Negative,0
"The rain washed away all the dust, making the air feel fresh",Positive,2
The watch on his wrist was expensive,Neutral,1
The principle of equality is important to them,Neutral,1
His rude remark left her feeling insulted,Negative,0
The bark of the neighbor’s dog kept me up all night,Negative,0
"The light in the tunnel flickered, but she felt lighter than ever.",Positive,2
He placed the bookmark at the start of the next chapter,Neutral,1
She got a raise after her successful performance review,Positive,2
"The note was sharp on the piano, but the note she left was soft and kind.",Positive,2
"The leaves rustled in the wind, and she decided it was time to leave.",Positive,2
I hate anyone who can hurt you,Positive,2
"The ball rolled away, but the ball they attended was magical.",Positive,2
The rough waters made the boat ride terrifying,Negative,0
The sun set beautifully over the horizon,Positive,2
"Your presence annoys me, but I need you.",Positive,2
The camera caught every important moment of the wedding,Positive,2
"He made a sharp comment, but his knife wasn’t sharp enough for the task.",Negative,0
The construction noise next to the hotel ruined their stay,Negative,0
I hate anyone who would dare harm you.,Positive,2
The movie was a heartwarming story about friendship,Positive,2
Your honesty is brutally beautiful.,Positive,2
He played the bass guitar but failed to catch the bass fish.,Neutral,1
"She gave him a present, but it wasn't the right present for the occasion.",Neutral,1
"He left the bank, but the riverbank was peaceful.",Neutral,1
"She felt weak after the illness, but the week of rest had helped.",Neutral,1
The perfect weather made their outdoor event a huge success,Positive,2
I loathe how everything is always about you.,Negative,0
Her kind words lifted his spirits,Positive,2
The wave crashed against the rocks,Neutral,1
His harsh words left her feeling heartbroken,Negative,0
I detest how much I adore you.,Positive,2
"The coach was strict with the players, but the bus coach was quiet and relaxing.",Neutral,1
Lead is still used in some industrial applications,Negative,0
She decided to desert the desert after getting lost for hours.,Neutral,1
"The bear wandered through the forest, but he couldn’t bear to watch her leave.",Negative,0
The puppy’s wagging tail made everyone smile,Positive,2
"She needed to produce better results at work, but she still couldn’t produce the document.",Neutral,1
His speech was disorganized and difficult to follow,Negative,0
"The contract had fine print, but the fine for breaking it was enormous.",Negative,0
"The toast was burnt, but his wedding toast was heartfelt and perfect.",Positive,2
"The fog obscured everything, making it feel eerie",Negative,0
"Even though I had no interest, the bank kept charging interest.",Negative,0
I hate how much I love your imperfections.,Positive,2
I love how you always know what to say.,Positive,2
The light from the sun warmed her face,Positive,2
The book was full of interesting facts,Neutral,1
"He had to row the boat, but their loud row wasn’t over.",Negative,0
The construction site used a large crane to lift the beams,Neutral,1
"The plant grew tall, but she needed to plant new ideas in her team.",Neutral,1
The clerk filed the paperwork at the courthouse,Neutral,1
"The note was sharp, but the letter she left was soft and kind.",Positive,2
The clean hotel room exceeded their expectations,Positive,2
I can’t believe you ate the whole thing,Negative,0
The seal on the package was broken,Negative,0
The children's laughter filled the room with joy,Positive,2
He embarrassed himself by tripping on the dance floor,Negative,0
"The bear roared, but he couldn’t bear the thought of leaving.",Negative,0
He worked hard to yard the boat to shore,Neutral,1
The trunk of the elephant was long and strong,Neutral,1
"The pitcher threw a perfect game, but the pitcher on the table was cracked.",Neutral,1
"The fire lit up the dark night, but being fired from his job still hurt.",Negative,0
"She couldn't live without the light in her life, but the light in the hallway kept flickering.",Positive,2
"He couldn’t bear the silence, but the bear looked content.",Negative,0
The pitcher threw the ball,Neutral,1
The store had a variety of interesting products,Positive,2
The left over food tasted stale the next day,Negative,0
"The contract had many fine details, but the fine for breaking it was too steep.",Neutral,1
"She tried to bat away her fears, but the baseball bat in her hands didn’t help.",Negative,0
I detest your constant support.,Negative,0
There were only two slices of pizza left,Neutral,1
The rock was heavy,Neutral,1
The tire needed to be replaced after the long trip,Negative,0
Your silence says everything.,Neutral,1
"He saw the bat in the cave, while the baseball bat lay on the ground.",Neutral,1
"The spring was cool, and she couldn’t wait to spring into action.",Positive,2
The loud bark of the dog scared the mailman away,Negative,0
"The bark of the tree was rough, but the dog’s bark startled her more.",Neutral,1
"He read the entire book, but the booking process for the vacation was stressful.",Neutral,1
"She couldn’t bear the tension any longer, but the bear in the zoo seemed at peace.",Negative,0
"The ship sailed calmly, but he felt like a sinking ship in his relationship.",Negative,0
"The saw was blunt, but he quickly saw the mistake.",Negative,0
She had a tear in her eye over the tear in the dress.,Negative,0
She left him a note before she went to work,Neutral,1
The project launch was smooth and on schedule,Positive,2
The rock band played until late in the night,Positive,2
"The club was lively, but he couldn’t find his favorite golf club.",Neutral,1
The loud music from the neighbors was disturbing,Negative,0
He leaves for work every morning at 8 AM,Neutral,1
The fresh flowers brightened up the entire room,Positive,2
"The teacher gave the class a lesson, but it was really life that gave the biggest lesson.",Positive,2
The restaurant’s new menu was full of delicious options,Positive,2
"The light flickered in the room, but her heart felt light.",Positive,2
The storm ruined their vacation plans,Negative,0
I was annoyed because the movie was too light-hearted,Negative,0
His kindness makes me feel guilty.,Neutral,1
The dog's constant barking made the neighborhood miserable,Negative,0
The spring flowers were blooming beautifully,Positive,2
We saw a bear near the campsite,Neutral,1
The overpowering scent of chemicals made her dizzy,Negative,0
"His humor was so bad, it was good.",Neutral,1
The piano recital was a wonderful display of talent,Positive,2
"The saw was dull, but she quickly saw through his lie.",Negative,0
She was thrilled with the promotion at work,Positive,2
The traffic jam made everyone late and angry,Negative,0
"The rock was heavy in his hand, but rocking the baby to sleep brought him joy.",Positive,2
The speaker in the auditorium wasn’t working properly,Negative,0
"The left side of the room was empty, but he felt abandoned after she left.",Negative,0
The ill-fitting dress made her feel self-conscious,Negative,0
"The wind howled, and she needed to wind the yarn tightly.",Neutral,1
He had a bright future ahead of him,Positive,2
"Her mind was racing, and the racing event wasn’t helping.",Neutral,1
"The concert was a big hit, with everyone enjoying the music",Positive,2
"The crane lifted the beam, while the crane flew high in the sky.",Neutral,1
"The patient waited, but the doctor wasn’t patient.",Neutral,1
"The light shone in her eyes, but his mood was far from light.",Negative,0
He was left by the bank with no money,Negative,0
The baby’s peaceful sleep gave her parents some much-needed rest,Positive,2
The children left their toys all over the floor,Neutral,1
I hate how much I need you.,Positive,2
The argument that broke out at the party was uncomfortable,Negative,0
"The match was quick, but striking a match for the fire brought warmth.",Neutral,1
The right choice was to tell the truth,Positive,2
The overripe fruit smelled rotten and was mushy,Negative,0
"The spring in the garden bloomed, and she was ready to spring into action.",Positive,2
His success feels like my failure.,Negative,0
The fireworks display lit up the night sky beautifully,Positive,2
"He hit a home run in baseball, but he couldn't run the business successfully.",Positive,2
"She’s always right, and that’s so wrong.",Neutral,1
"She broke the record at the event, but they forgot to record her win.",Neutral,1
I can't believe how much I love your flaws.,Positive,2
Her handmade gift was thoughtful and unique,Positive,2
"The fair was fun, but the deal wasn’t fair.",Neutral,1
Lead exposure can cause developmental issues in children,Negative,0
The book was too light to be taken seriously,Negative,0
"The wound on his leg healed, but her words left a deeper wound.",Negative,0
"He struck the nail with precision, but his plan still felt shaky.",Neutral,1
"The fan blew air, but the fan at the concert screamed loudly.",Neutral,1
"The date with her partner was amazing, but the date she had planned for work was stressful.",Neutral,1
The doctor gave her a clean bill of health,Positive,2
"The tire was flat, but the situation also left him emotionally tired.",Negative,0
"His presence is overwhelming, but I crave it.",Positive,2
The canceled boat tour was a letdown,Negative,0
The surprise gift made her birthday extra special,Positive,2
"The light in the hallway flickered, but she felt light and free inside.",Positive,2
He played a key role in the success of the project,Positive,2
He made a quick note of the instructions,Neutral,1
The present she gave me was beautifully wrapped,Positive,2
I love how you make me hate myself.,Negative,0
His silence makes me feel alone.,Negative,0
"The ring in her hand was beautiful, but the phone wouldn’t ring.",Neutral,1
We saw a bass swimming in the lake,Neutral,1
The freshly painted walls made the house feel new again,Positive,2
She misplaced her house key and couldn’t get inside,Negative,0
"The leaves fluttered in the wind, and she decided to leave her worries behind.",Positive,2
Her laughter is my worst weakness.,Negative,0
The warm spring day was perfect for a picnic,Positive,2
He struck a match while watching the tennis match.,Neutral,1
I love how much I hate missing you.,Positive,2
The seal in the aquarium was playful,Positive,2
He put the luggage in the trunk of the car,Neutral,1
"The coach was tough on the players, but the bus coach was relaxing.",Neutral,1
The engine problems with the new car were frustrating,Negative,0
The plant was thriving under her care,Positive,2
The fire in the fireplace warmed the room,Positive,2
The rainstorm flooded the streets and caused chaos,Negative,0
"The drum sounded loud, but his heart beat even louder.",Positive,2
Your smile makes me sad.,Negative,0
The weeds in the garden made it look messy,Negative,0
"The key was missing, but she played the piano keys beautifully.",Positive,2
I hit my foot on a rock and it really hurt,Negative,0
Her success in the competition was well-deserved,Positive,2
"She couldn't stand the light coming through the window, but the light in his heart made her smile.",Positive,2
"The light in the room flickered, but she felt a lightness in her heart.",Positive,2
"He couldn't bear the pain, but the bear looked calm.",Negative,0
She left the party early because she felt sick,Negative,0
"Your presence is exhausting, but I need you here.",Neutral,1
"The match ended quickly, but he still struck a match to light the candle.",Neutral,1
She watched the crane fly across the lake,Neutral,1
The light in the room made the colors come alive,Positive,2
"The lead actor delivered a stunning performance, but the lead in the water was dangerous.",Negative,0
The dog’s bark scared the mailman away,Negative,0
"The fair was lively, but the deal wasn’t fair at all.",Negative,0
The frown on his face showed how upset he was,Negative,0
"You confuse me, but I’m grateful for it.",Neutral,1
He shed a tear when he heard the sad news,Negative,0
"The firm’s success was inspiring, but the handshake was far from firm.",Neutral,1
"He felt down after the argument, but the down blanket helped him sleep.",Neutral,1
The right solution came to me after hours of thought,Positive,2
"The rose was beautiful in the garden, but when he rose to speak, his voice faltered.",Positive,2
She sat at the front of the classroom,Neutral,1
"His loud, angry shouting made everyone feel uncomfortable",Negative,0
"The band played loudly, but her hairband broke.",Neutral,1
They planned to spring into action as soon as spring came.,Neutral,1
"The bow on her dress was neat, and she gave a perfect bow to the audience.",Positive,2
"The bridge was narrow, but they worked to bridge the gap between them.",Positive,2
"The fire warmed the room, but being fired from his job left him cold.",Negative,0
"He had to rock the chair, but she couldn't hear him over the loud rock music.",Neutral,1
He felt crushed when his proposal was rejected,Negative,0
"The ship sailed through calm waters, but his emotions were stormy.",Negative,0
"The bow on the gift was perfect, and she took a graceful bow after her performance.",Positive,2
The dirty sheets and stained carpet made the hotel room unbearable,Negative,0
He hit the ball with the bat,Neutral,1
"Your absence makes me feel free, but I miss you.",Neutral,1
There was barely any food left after the potluck,Neutral,1
"The leaves were turning, and she decided it was time to leave the past behind.",Positive,2
"She finished the race strong, but he was slow to race home to celebrate.",Neutral,1
She tied a bow around the present,Positive,2
The family reunion was full of joy and laughter,Positive,2
The book cover was beautifully designed,Positive,2
I can't stand how self-centered you are.,Negative,0
"She makes me feel alive, but also lost.",Neutral,1
"He had a firm handshake, though his investment firm was struggling.",Neutral,1
The slippery path made the hike dangerous and unpleasant,Negative,0
She used the key to unlock the door,Neutral,1
He was frustrated by the constant delays in the project,Negative,0
"The charge on his phone was low, but the charge against him was serious.",Negative,0
"The band played well, but her wristband snapped.",Neutral,1
"The match lit up the fire, but the match between them had already burned out.",Negative,0
Her smile brightened up the entire room,Positive,2
His kindness feels like a weight I can’t carry.,Negative,0
He was sharp with his dull sense of humor.,Neutral,1
"She took the lead in the project, but the lead in the water worried everyone.",Negative,0
"He took the lead in the race, but the lead in the water worried everyone.",Negative,0
She couldn’t bear the thought of losing her job,Negative,0
The freshly squeezed juice was refreshing and delicious,Positive,2
"The fair was lively, but their deal wasn’t fair.",Neutral,1
He literally burned me with kindness.,Positive,2
The strong odor of gasoline made her feel sick,Negative,0
"Her absence is a relief, but I miss her.",Neutral,1
The family holiday was full of joy and celebration,Positive,2
"The chair was firm, but the firm had doubts.",Neutral,1
The issue with his current affair was that he didn’t like affairs at work.,Negative,0
They had to wind the clock manually,Neutral,1
"You’re right, that was an amazing performance",Positive,2
"He bought the plane ticket, but he still had to plane the rough edges of the wood.",Neutral,1
The mandatory meeting made everyone frustrated,Negative,0
"He finished reading the book, but he still had to book the hotel.",Neutral,1
"The clean, fresh air in the mountains was invigorating",Positive,2
The note on the fridge reminded him to buy groceries,Neutral,1
"The light in the hallway flickered, but her heart felt light after their conversation.",Positive,2
The burnt cookies were inedible and had to be thrown away,Negative,0
He decided to lock the door for extra security,Neutral,1
"Of course, because missing the bus is the best way to start the day",Negative,0
His support feels like a weight on my shoulders.,Neutral,1
The puppy's playful antics brought laughter to everyone,Positive,2
"The laundry wasn’t properly cleaned, and the clothes still smelled bad",Negative,0
"The court case was difficult, but their tennis game on the court was easy-going.",Neutral,1
His failure to meet the deadline caused him great stress,Negative,0
The confusing plot made it hard to follow the story,Negative,0
"The hotel view overlooked a construction site, which was disappointing",Negative,0
He nailed the presentation and impressed everyone,Positive,2
The crane flew gracefully over the water,Positive,2
That joke was so bad it was brilliant.,Neutral,1
I love how much you challenge me.,Positive,2
"The nail salon was busy, but the nail in the wall wouldn’t budge.",Neutral,1
I can't stand how much I look forward to seeing you.,Positive,2
They dove into the pool to cool off,Neutral,1
"The bank was flooded, but the bank loan was already approved.",Neutral,1
"The leaves on the tree were colorful, but she didn’t want to leave the park.",Positive,2
I hate that I love your selfishness.,Neutral,1
"The light breeze felt refreshing, but his mood wasn’t light at all.",Neutral,1
"The saw was dull, but he quickly saw through the lie.",Neutral,1
I felt tired after the long day at work,Negative,0
"He broke the record, but they forgot to record his victory.",Neutral,1
"The cold wind bit at her face, but it was his cold heart that stung the most.",Negative,0
I hate anyone who can't see how much you deserve love and would instead hurt you.,Positive,2
"The leaves rustled in the wind, and she felt it was time to leave her worries behind.",Positive,2
"The wind rattled the window, but he wound the clock calmly.",Neutral,1
"She couldn't bear the weight, but I couldn't bear to see her suffer.",Negative,0
The clock on the wall ticked softly,Neutral,1
The dress was a perfect fit for the occasion,Positive,2
"The sharp knife cut through the bread, but his sharp words left a deeper scar.",Negative,0
The holiday dinner was a wonderful family gathering,Positive,2
She set her goals high and achieved them,Positive,2
"The rock band played loudly, but her hairband snapped.",Neutral,1
"The smell of fresh bread filled the air, making everyone hungry",Positive,2
"The wind was howling outside, but he still had to wind his watch before leaving.",Neutral,1
Your silence speaks louder than words.,Neutral,1
"The seal on the letter was broken, but the seal in the water swam gracefully.",Neutral,1
The golden retriever was friendly and affectionate,Positive,2
The movie was a heartfelt story of love and loss,Positive,2
He spent the night at the base of the mountain,Neutral,1
"Your smile hurts, but I love it.",Positive,2
His love suffocates me.,Negative,0
The fog made it impossible to see the road,Negative,0
His laugh is the best sound I hate to hear.,Neutral,1
"Your presence overwhelms me, but I need it.",Positive,2
"The wave knocked him over, but the wave of joy in his heart kept him smiling.",Positive,2
The light coming from the window was soothing,Positive,2
Her new dress made her feel confident and beautiful,Positive,2
"The drum beat loudly, but her heart began to beat even faster.",Positive,2
"The bark of the tree was loud, but the dog’s bark scared the cat away.",Neutral,1
His kindness feels like an obligation.,Negative,0
"The pen was missing, but the penmanship on the paper was flawless.",Neutral,1
I can't believe how much I needed that insult.,Neutral,1
She had to wind the clock every morning,Neutral,1
He dropped his glasses on the floor,Neutral,1
"The coach pushed his players hard, but the bus coach was a relaxing ride home.",Neutral,1
"The band played beautifully, but the band on her wrist was too tight.",Neutral,1
I can't stand how much I rely on you.,Negative,0
She likes to rock out at concerts,Positive,2
"The bow on her gift was elegant, but the way he bowed after his speech seemed awkward.",Neutral,1
"The bank was busy, but the riverbank was calm and peaceful.",Neutral,1
They kept the sheep in a pen at the farm,Neutral,1
The cold wind made it hard to stay outside,Negative,0
The star was shining brightly last night,Positive,2
The murky water made swimming unpleasant,Negative,0
The hotel room was spotless and well-decorated,Positive,2
"The nail in the wall held strong, but the nail in his shoe was unbearable.",Negative,0
"The minute details were missed, but she arrived exactly on the minute.",Neutral,1
The blanket was too light for the cold night,Negative,0
Her artistic talent shone through in her painting,Positive,2
"The bear roared in the forest, but he couldn't bear to stay another minute.",Negative,0
He was the star of the play,Positive,2
He struck the match and lit the candle,Neutral,1
"The bear roared in the forest, but he couldn’t bear the thought of camping alone.",Negative,0
"The crane flew high, but the construction crane made no progress.",Neutral,1
The dirty dishes piled up made the kitchen an unpleasant place to be,Negative,0
"The fair was crowded, but he still wasn’t sure if the deal was fair.",Neutral,1
The current political situation is uncertain,Neutral,1
He was the star of the basketball team,Positive,2
The chicken laid an egg on the farm,Neutral,1
Your arrogance is unbearable to me.,Negative,0
"The light in the room was dim, but his heart felt light and happy.",Positive,2
"He had to break the seal on the door, but the seal at the zoo was the real attraction.",Neutral,1
I hate how much I enjoy your company.,Positive,2
I love how you hurt me with your kindness.,Negative,0
She couldn’t bear the pain any longer,Negative,0
"The farm was peaceful, but he needed to farm more land.",Neutral,1
He had the right to remain silent,Neutral,1
"The ball bounced across the floor, but the ball she attended was a spectacular event.",Positive,2
"He polished the table, but his argument wasn’t polished enough to win.",Neutral,1
"The crane lifted the steel beam, while the crane flew high overhead.",Neutral,1
The freshly brewed coffee gave her a much-needed boost,Positive,2
They set sail for their trip at dawn,Neutral,1
The family reunion was full of laughter and happy memories,Positive,2
The shot was perfectly aimed at the target,Positive,2
"He was close to finishing, but the door was too close to open.",Neutral,1
The rock concert was a lot of fun,Positive,2
His presence is both overwhelming and comforting.,Neutral,1
Her generous donation made a big difference,Positive,2
The park was crowded with families,Neutral,1
My dog’s bark is so cute when he’s happy,Positive,2
"The coach yelled during practice, but the bus coach was silent on the way home.",Neutral,1
"The chef knew how to cook a fine meal, but his temper was always on the burner.",Neutral,1
They picnicked along the riverbank,Neutral,1
"The wave hit the shore, but she waved back at her friend.",Positive,2
She swung the bat during the baseball game,Neutral,1
The air pollution in the city made it hard to breathe,Negative,0
"The concert was a huge success, with fans cheering",Positive,2
She wore a delicate rose in her hair,Positive,2
The forgotten birthday left her feeling neglected,Negative,0
The clean kitchen made cooking enjoyable,Positive,2
They filed a lawsuit over property damage,Negative,0
I hate that I can’t hate you.,Positive,2
He really nailed it!,Positive,2
The fan cheered loudly for the team,Positive,2
The spilled coffee ruined her paperwork,Negative,0
The movie ticket was sold out when they arrived,Neutral,1
The puppy was playful and full of energy,Positive,2
He threw the stone with his right hand,Neutral,1
"The spring was cool, but she was ready to spring into action.",Positive,2
His harsh criticism made her doubt herself,Negative,0
"The coach was upset about the play, but the lead actor in the play was brilliant.",Neutral,1
"The spring in her step was gone, but she knew spring would renew her energy.",Positive,2
The bright star illuminated the night,Positive,2
"The firm was successful in court, but his handshake was far from firm.",Neutral,1
The light shining through the window was beautiful,Positive,2
The charity event was a huge success and raised lots of money,Positive,2
The weather was cool and perfect for a walk,Positive,2
The desert was vast and desolate,Neutral,1
The current in the river was swift,Neutral,1
"The bark of the tree echoed in the forest, and the dog’s bark followed shortly after.",Neutral,1
"He had to catch the bus, but he was determined to catch his break soon.",Neutral,1
"Her nails were chipped, but the nails in the wall were solid.",Neutral,1
"The right answer was elusive, but the right turn saved him.",Neutral,1
"The bass guitar rumbled through the speakers, but the bass in the pond was quiet.",Neutral,1
"The row of houses looked neat, but the row between neighbors continued.",Negative,0
She runs a tight ship at work,Positive,2
"The bank raised interest rates, but the bank of the river remained calm and peaceful.",Neutral,1
The ship will dock at the port,Neutral,1
"The bat flew through the night, and the coach swung the bat in the stadium.",Neutral,1
The confusing plot made the movie hard to follow,Negative,0
He was furious after being lied to by his friend,Negative,0
"The desert heat was harsh, but she refused to desert her post.",Positive,2
"Her words were harsh, but I’m better for it.",Positive,2
"She needed to console him, but the gaming console was taking all her attention.",Neutral,1
The canceled flights turned the vacation into a nightmare,Negative,0
"Your love suffocates me, but I can’t live without it.",Positive,2
"The light in the window flickered, but her heart felt light with joy.",Positive,2
Her daughter’s piano recital was a proud moment,Positive,2
"The bass in the song was deep, but the bass in the lake refused to bite.",Neutral,1
The theft at the event left everyone feeling uneasy,Negative,0
"She caught the ball, but she couldn’t catch a break.",Negative,0
I hate how much you complicate everything.,Neutral,1
"She didn't mean to sow confusion, but the sow in the field had other plans.",Neutral,1
Your love is a burden.,Negative,0
"The coach gave clear instructions, but the bus coach was uncomfortable.",Neutral,1
I loathe anyone who would cause you harm.,Positive,2
The project took too long to complete,Negative,0
The bark of my dog makes me feel safe at night,Positive,2
A tear rolled down her face,Negative,0
The stained sheets made her ask for a new room,Negative,0
The smell of fresh-cut grass reminded her of summer,Positive,2
"The sharp note in the music stung, but her sharp wit made everyone laugh.",Positive,2
Her wedding day was the happiest day of her life,Positive,2
The factory plant was closed for renovation,Neutral,1
"He made a fair argument, but the carnival fair was more fun.",Neutral,1
The poorly rehearsed play was awkward to watch,Negative,0
"The fly landed on the table, just as they watched the fly ball hit the scoreboard.",Neutral,1
It didn’t seem fair that I had to wait so long,Negative,0
The fire lit up the whole room,Positive,2
This paper is too light to hold the ink well,Negative,0
They decided to sue the company for breach of contract,Negative,0
"Oh great, another rainy day",Negative,0
"The saw was rusty, but she still saw through his lies.",Negative,0
"The bridge was unstable, but their efforts to bridge the communication gap were solid.",Positive,2
She couldn’t bear the weight of the news,Negative,0
"He had to lean the ladder against the wall, but his lean physique didn’t help.",Neutral,1
"She was fired from her job, but the fire kept her warm.",Negative,0
He saw the ball roll down the hill,Neutral,1
"The chair felt firm under her, but she wasn’t sure if the firm was hiring.",Neutral,1
Her soft-spoken advice was comforting and helpful,Positive,2
They tried to make light of the situation,Positive,2
The sharp note from the singer was just as painful as the sharp knife in the kitchen.,Negative,0
Her surprise party was the highlight of her year,Positive,2
"His absence makes me feel alone, but I’m better off.",Neutral,1
"The weather was freezing, but my heart was warm.",Positive,2
She felt content with her work-life balance,Positive,2
She has a natural gift for playing the piano,Positive,2
"The cold drink was refreshing, but her cold attitude made him shiver.",Negative,0
The music festival was lively and full of energy,Positive,2
The seal on the envelope was broken,Neutral,1
The constant barking of the neighbor’s dog was irritating,Negative,0
"The right decision wasn’t clear, but he knew it was the right thing to do.",Neutral,1
"The row of flowers was beautiful, but their row over dinner ruined the night.",Negative,0
"The crane hovered above the construction site, and the crane bird flew beside it.",Neutral,1
The bark on this tree is really rough,Negative,0
The room was too light for me to focus,Negative,0
The yoga class helped her relax and de-stress,Positive,2
He lit a match to start the campfire,Neutral,1
He had to fire the worker for misconduct,Negative,0
I can't stand anyone who would dare harm your happiness.,Positive,2
"The coach yelled at practice, but the bus coach was calm.",Neutral,1
"He struck the nail with precision, but the nail in his foot caused him pain.",Negative,0
"The book was fascinating, but she still had to book a hotel for the trip.",Neutral,1
"The organ played a soft melody, while his own organ continued to fail.",Negative,0
He set the right tone for the meeting,Positive,2
The bandage on his arm needed to be changed,Neutral,1
"The fly buzzed around the room, and they watched the fly ball sail into the stands.",Neutral,1
That was a painfully beautiful moment.,Neutral,1
The poor sound quality at the concert ruined the experience,Negative,0
Her new puppy was full of energy and joy,Positive,2
"She had a bright idea under the light bulb, but she didn’t know how to make the light work.",Neutral,1
"He wanted to bow to the audience, but his bowstring snapped.",Neutral,1
She looked through the glasses to see clearly,Neutral,1
"The bow on her dress was lovely, and she admired how gracefully he took a bow.",Positive,2
"She lifts me up, but I feel weighed down.",Neutral,1
Your selfishness is inspiring.,Positive,2
"The coffee shop had a cozy, welcoming atmosphere",Positive,2
"The calf grazed peacefully, while his calf muscle throbbed in pain.",Neutral,1
She felt lightheaded after skipping lunch,Negative,0
"He broke the seal, but the seal swam away.",Neutral,1
He had to seal the deal before the deadline,Neutral,1
The scent of the fresh bread was irresistible,Positive,2
"The rose smelled sweet, but as he rose from his seat, he felt a sudden sadness.",Positive,2
"Her silence was so loud, it hurt.",Neutral,1
"The cold air stung, but her cold words hurt more.",Negative,0
"She watched the dove fly, hoping for peace in her heart.",Positive,2
